;;; ;Oxygen;Oxygen;Oxygen;;Compensation;Temperature;('C);;Pressure;Humidity;Temp. Probe;Int. Temp.;Analog In;Raw Data:; dphi (°);;;Signal;Intensity;(mV);;Ambient;Light;(mV);;Advanced Raw Values (only logged while raw data window is open);
Date;Time (HH:MM:SS);Time (s);Comment;Ch1;Ch2;Ch3;Ch4;Ch 1;Ch 2;Ch 3;Ch 4;(mbar);(%);('C);('C); (mV);Ch 1;Ch 2;Ch 3;Ch 4;Ch1;Ch2;Ch3;Ch4;Ch1;Ch2;Ch3;Ch4; (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi);
25/09/2024;09:55:11;960.00;;98.452;100.85;---;---;15.609;15.609;15.609;---;996.31;73.238;15.609;---;---;24.849;24.334;10.545;---;60.241;18.576;0.046;---;4.863;5.644;3.639;---;;
25/09/2024;09:55:41;990.00;;98.713;101.39;---;---;15.610;15.610;15.610;---;996.32;73.581;15.610;---;---;24.818;24.271;15.853;---;60.180;18.592;0.056;---;4.777;5.597;3.628;---;;
25/09/2024;09:56:11;1020.00;;98.697;100.84;---;---;15.602;15.602;15.602;---;996.30;74.131;15.602;---;---;24.821;24.336;9.560;---;60.173;18.616;0.069;---;4.785;5.633;3.625;---;;
25/09/2024;09:56:41;1050.00;;98.782;101.09;---;---;15.564;15.564;15.564;---;996.32;74.574;15.564;---;---;24.815;24.310;6.686;---;60.155;18.589;0.055;---;4.837;5.636;3.626;---;;
25/09/2024;09:57:11;1080.00;;98.645;101.68;---;---;15.552;15.552;15.552;---;996.34;75.001;15.552;---;---;24.833;24.244;0.941;---;60.252;18.615;0.059;---;4.807;5.632;3.620;---;;
25/09/2024;09:57:41;1110.00;;98.988;101.63;---;---;15.555;15.555;15.555;---;996.28;75.138;15.555;---;---;24.792;24.251;11.088;---;60.253;18.633;0.060;---;4.854;5.598;3.634;---;;
25/09/2024;09:58:11;1140.00;;98.564;100.96;---;---;15.564;15.564;15.564;---;996.29;75.362;15.564;---;---;24.841;24.326;6.165;---;60.329;18.631;0.073;---;4.769;5.614;3.628;---;;
25/09/2024;09:58:41;1170.00;;98.614;101.81;---;---;15.557;15.557;15.557;---;996.27;75.586;15.557;---;---;24.837;24.229;17.296;---;60.342;18.628;0.064;---;4.816;5.617;3.618;---;;
25/09/2024;09:59:11;1200.00;;97.945;101.39;---;---;15.538;15.538;15.538;---;996.30;75.362;15.538;---;---;24.918;24.279;5.282;---;60.538;18.626;0.068;---;4.844;5.579;3.642;---;;
25/09/2024;09:59:41;1230.00;;93.546;101.51;---;---;15.522;15.522;15.522;---;996.28;75.100;15.522;---;---;25.461;24.267;7.030;---;62.209;18.612;0.081;---;4.804;5.646;3.572;---;;
25/09/2024;10:00:11;1260.00;;97.813;101.15;---;---;15.523;15.523;15.523;---;996.32;74.650;15.523;---;---;24.936;24.308;19.088;---;60.472;18.635;0.072;---;4.840;5.655;3.646;---;;
25/09/2024;10:00:41;1290.00;;97.225;101.36;---;---;15.537;15.537;15.537;---;996.29;74.289;15.537;---;---;25.5;24.283;13.356;---;60.777;18.616;0.068;---;4.814;5.647;3.636;---;;
25/09/2024;10:01:11;1320.00;;94.906;100.92;---;---;15.547;15.547;15.547;---;996.28;73.879;15.547;---;---;25.288;24.333;18.281;---;61.540;18.621;0.078;---;4.821;5.603;3.622;---;;
25/09/2024;10:01:41;1350.00;;97.386;101.32;---;---;15.538;15.538;15.538;---;996.32;73.419;15.538;---;---;24.985;24.287;16.149;---;60.763;18.647;0.077;---;4.825;5.581;3.606;---;;
25/09/2024;10:02:11;1380.00;;97.829;101.64;---;---;15.536;15.536;15.536;---;996.23;73.384;15.536;---;---;24.933;24.252;10.271;---;60.507;18.612;0.075;---;4.819;5.644;3.632;---;;
25/09/2024;10:02:41;1410.00;;97.625;101.30;---;---;15.536;15.536;15.536;---;996.24;73.241;15.536;---;---;24.958;24.290;11.152;---;60.547;18.592;0.085;---;4.849;5.647;3.673;---;;
25/09/2024;10:03:11;1440.00;;97.494;101.14;---;---;15.553;15.553;15.553;---;996.25;73.071;15.553;---;---;24.971;24.307;17.038;---;60.579;18.602;0.068;---;4.864;5.646;3.642;---;;
25/09/2024;10:03:41;1470.00;;97.289;101.11;---;---;15.567;15.567;15.567;---;996.23;73.017;15.567;---;---;24.995;24.309;9.480;---;60.590;18.582;0.063;---;4.867;5.614;3.651;---;;
25/09/2024;10:04:11;1500.00;;97.123;100.72;---;---;15.575;15.575;15.575;---;996.22;73.315;15.575;---;---;25.014;24.353;19.305;---;60.606;18.612;0.075;---;4.811;5.638;3.619;---;;
25/09/2024;10:04:41;1530.00;;97.602;101.23;---;---;15.575;15.575;15.575;---;996.24;73.818;15.575;---;---;24.956;24.294;-6.141;---;60.680;18.621;0.057;---;4.823;5.617;3.640;---;;
25/09/2024;10:05:11;1560.00;;97.124;101.01;---;---;15.561;15.561;15.561;---;996.24;74.380;15.561;---;---;25.015;24.321;9.085;---;60.733;18.620;0.082;---;4.737;5.603;3.647;---;;
25/09/2024;10:05:41;1590.00;;97.175;100.66;---;---;15.556;15.556;15.556;---;996.11;74.815;15.556;---;---;25.11;24.364;12.859;---;60.727;18.622;0.065;---;4.836;5.625;3.664;---;;
25/09/2024;10:06:11;1620.00;;97.027;101.88;---;---;15.543;15.543;15.543;---;996.22;74.970;15.543;---;---;25.029;24.223;-2.027;---;60.747;18.645;0.059;---;4.816;5.624;3.634;---;;
25/09/2024;10:06:41;1650.00;;97.308;101.41;---;---;15.513;15.513;15.513;---;996.22;75.118;15.513;---;---;24.998;24.281;4.189;---;60.808;18.652;0.059;---;4.790;5.650;3.632;---;;
25/09/2024;10:07:11;1680.00;;97.007;101.08;---;---;15.499;15.499;15.499;---;996.17;75.479;15.499;---;---;25.038;24.320;9.876;---;60.845;18.638;0.073;---;4.839;5.600;3.640;---;;
25/09/2024;10:07:41;1710.00;;97.131;100.96;---;---;15.500;15.500;15.500;---;996.21;75.382;15.500;---;---;25.021;24.334;1.521;---;60.887;18.669;0.073;---;4.821;5.666;3.623;---;;
25/09/2024;10:08:11;1740.00;;97.251;101.02;---;---;15.502;15.502;15.502;---;996.23;75.138;15.502;---;---;25.7;24.327;0.759;---;60.824;18.652;0.079;---;4.845;5.619;3.585;---;;
25/09/2024;10:08:41;1770.00;;96.905;101.08;---;---;15.509;15.509;15.509;---;996.24;74.907;15.509;---;---;25.047;24.320;12.496;---;60.924;18.659;0.079;---;4.807;5.615;3.633;---;;
25/09/2024;10:09:11;1800.00;;97.321;101.32;---;---;15.492;15.492;15.492;---;996.30;74.589;15.492;---;---;24.999;24.292;0.666;---;60.825;18.649;0.077;---;4.813;5.610;3.650;---;;
25/09/2024;10:09:41;1830.00;;96.914;100.61;---;---;15.481;15.481;15.481;---;996.22;74.205;15.481;---;---;25.050;24.377;5.852;---;60.851;18.632;0.064;---;4.799;5.633;3.643;---;;
25/09/2024;10:10:11;1860.00;;97.165;101.43;---;---;15.493;15.493;15.493;---;996.22;73.818;15.493;---;---;25.018;24.280;6.569;---;60.931;18.653;0.077;---;4.804;5.656;3.625;---;;
25/09/2024;10:10:41;1890.00;;97.087;100.32;---;---;15.496;15.496;15.496;---;996.28;73.772;15.496;---;---;25.027;24.408;2.498;---;60.852;18.669;0.081;---;4.819;5.601;3.627;---;;
25/09/2024;10:11:11;1920.00;;96.783;101.26;---;---;15.471;15.471;15.471;---;996.25;73.549;15.471;---;---;25.067;24.303;5.716;---;60.884;18.637;0.066;---;4.850;5.650;3.650;---;;
25/09/2024;10:11:41;1950.00;;96.943;101.41;---;---;15.468;15.468;15.468;---;996.25;73.315;15.468;---;---;25.048;24.286;9.134;---;60.885;18.657;0.085;---;4.823;5.636;3.605;---;;
25/09/2024;10:12:11;1980.00;;97.040;100.95;---;---;15.472;15.472;15.472;---;996.28;73.340;15.472;---;---;25.035;24.338;16.680;---;60.923;18.645;0.070;---;4.856;5.620;3.612;---;;
25/09/2024;10:12:41;2010.00;;96.869;101.48;---;---;15.488;15.488;15.488;---;996.25;73.358;15.488;---;---;25.054;24.275;13.730;---;60.929;18.667;0.079;---;4.763;5.665;3.604;---;;
25/09/2024;10:13:11;2040.00;;96.897;101.33;---;---;15.495;15.495;15.495;---;996.26;73.305;15.495;---;---;25.050;24.291;13.750;---;60.962;18.637;0.069;---;4.853;5.639;3.606;---;;
25/09/2024;10:13:41;2070.00;;96.653;100.50;---;---;15.500;15.500;15.500;---;996.24;73.231;15.500;---;---;25.079;24.388;-2.097;---;60.946;18.633;0.069;---;4.766;5.600;3.603;---;;
25/09/2024;10:14:11;2100.00;;96.680;101.10;---;---;15.494;15.494;15.494;---;996.25;73.216;15.494;---;---;25.077;24.318;12.335;---;60.930;18.644;0.068;---;4.836;5.607;3.646;---;;
25/09/2024;10:14:41;2130.00;;96.421;101.15;---;---;15.491;15.491;15.491;---;996.22;73.467;15.491;---;---;25.109;24.313;17.846;---;60.921;18.656;0.056;---;4.779;5.620;3.619;---;;
25/09/2024;10:15:11;2160.00;;96.578;101.35;---;---;15.496;15.496;15.496;---;996.24;73.864;15.496;---;---;25.088;24.290;4.000;---;60.962;18.633;0.048;---;4.831;5.636;3.623;---;;
25/09/2024;10:15:41;2190.00;;96.679;100.79;---;---;15.506;15.506;15.506;---;996.25;74.335;15.506;---;---;25.076;24.353;23.689;---;60.991;18.668;0.048;---;4.874;5.582;3.625;---;;
25/09/2024;10:16:11;2220.00;;96.776;101.90;---;---;15.503;15.503;15.503;---;996.21;74.622;15.503;---;---;25.064;24.226;7.622;---;60.974;18.662;0.061;---;4.864;5.618;3.642;---;;
25/09/2024;10:16:41;2250.00;;96.599;100.79;---;---;15.489;15.489;15.489;---;996.19;74.792;15.489;---;---;25.088;24.355;-5.497;---;61.002;18.676;0.048;---;4.812;5.621;3.607;---;;
25/09/2024;10:17:11;2280.00;;96.740;101.07;---;---;15.483;15.483;15.483;---;996.24;75.130;15.483;---;---;25.071;24.323;12.373;---;61.023;18.659;0.059;---;4.796;5.638;3.637;---;;
25/09/2024;10:17:41;2310.00;;96.575;100.93;---;---;15.493;15.493;15.493;---;996.21;75.344;15.493;---;---;25.090;24.338;7.857;---;61.052;18.694;0.081;---;4.800;5.629;3.608;---;;
25/09/2024;10:18:11;2340.00;;96.755;100.94;---;---;15.498;15.498;15.498;---;996.22;75.504;15.498;---;---;25.067;24.336;16.715;---;61.050;18.653;0.080;---;4.792;5.647;3.637;---;;
25/09/2024;10:18:41;2370.00;;96.620;100.92;---;---;15.496;15.496;15.496;---;996.19;75.270;15.496;---;---;25.084;24.339;18.028;---;61.059;18.661;0.073;---;4.840;5.629;3.645;---;;
25/09/2024;10:19:11;2400.00;;96.643;100.48;---;---;15.502;15.502;15.502;---;996.21;74.876;15.502;---;---;25.081;24.389;8.775;---;61.065;18.668;0.079;---;4.822;5.608;3.628;---;;
25/09/2024;10:19:41;2430.00;;96.708;100.95;---;---;15.501;15.501;15.501;---;996.22;74.718;15.501;---;---;25.073;24.335;18.359;---;61.010;18.686;0.067;---;4.796;5.665;3.639;---;;
25/09/2024;10:20:11;2460.00;;96.532;100.50;---;---;15.511;15.511;15.511;---;996.20;74.406;15.511;---;---;25.093;24.386;-3.358;---;61.057;18.686;0.067;---;4.788;5.618;3.617;---;;
25/09/2024;10:20:41;2490.00;;96.546;101.48;---;---;15.508;15.508;15.508;---;996.27;73.699;15.508;---;---;25.091;24.272;17.172;---;61.047;18.654;0.073;---;4.817;5.594;3.620;---;;
25/09/2024;10:21:11;2520.00;;96.405;101.18;---;---;15.493;15.493;15.493;---;996.26;73.528;15.493;---;---;25.110;24.309;2.530;---;61.006;18.638;0.060;---;4.837;5.621;3.641;---;;
25/09/2024;10:21:41;2550.00;;96.698;100.79;---;---;15.481;15.481;15.481;---;996.21;73.528;15.481;---;---;25.076;24.356;14.645;---;61.057;18.650;0.068;---;4.819;5.664;3.643;---;;
25/09/2024;10:22:11;2580.00;;97.030;101.05;---;---;15.497;15.497;15.497;---;996.27;73.315;15.497;---;---;25.034;24.323;13.617;---;61.045;18.664;0.077;---;4.860;5.638;3.614;---;;
25/09/2024;10:22:41;2610.00;;96.605;100.43;---;---;15.514;15.514;15.514;---;996.26;73.505;15.514;---;---;25.083;24.393;5.892;---;61.025;18.675;0.076;---;4.784;5.607;3.622;---;;
25/09/2024;10:23:11;2640.00;;96.800;101.55;---;---;15.516;15.516;15.516;---;996.21;73.538;15.516;---;---;25.060;24.264;17.700;---;60.950;18.700;0.081;---;4.741;5.602;3.619;---;;
25/09/2024;10:23:41;2670.00;;97.385;100.83;---;---;15.493;15.493;15.493;---;996.20;73.338;15.493;---;---;24.992;24.350;3.337;---;60.742;18.651;0.077;---;4.799;5.655;3.645;---;;
25/09/2024;10:24:11;2700.00;;96.890;100.37;---;---;15.478;15.478;15.478;---;996.21;73.315;15.478;---;---;25.054;24.406;11.228;---;60.888;18.687;0.071;---;4.850;5.639;3.631;---;;
25/09/2024;10:24:41;2730.00;;96.682;101.14;---;---;15.479;15.479;15.479;---;996.17;73.399;15.479;---;---;25.079;24.316;6.216;---;60.875;18.706;0.094;---;4.871;5.612;3.641;---;;
25/09/2024;10:25:11;2760.00;;97.084;101.14;---;---;15.483;15.483;15.483;---;996.19;73.399;15.483;---;---;25.029;24.315;14.609;---;60.904;18.688;0.080;---;4.821;5.629;3.627;---;;
25/09/2024;10:25:41;2790.00;;96.734;101.89;---;---;15.483;15.483;15.483;---;996.16;73.223;15.483;---;---;25.072;24.231;11.106;---;60.854;18.683;0.057;---;4.861;5.622;3.634;---;;
25/09/2024;10:26:11;2820.00;;96.647;100.66;---;---;15.481;15.481;15.481;---;996.16;73.450;15.481;---;---;25.083;24.372;7.952;---;60.979;18.719;0.059;---;4.808;5.657;3.661;---;;
25/09/2024;10:26:41;2850.00;;96.281;101.25;---;---;15.474;15.474;15.474;---;996.04;73.953;15.474;---;---;25.130;24.306;4.350;---;61.158;18.686;0.062;---;4.843;5.635;3.641;---;;
25/09/2024;10:27:11;2880.00;;96.095;101.15;---;---;15.483;15.483;15.483;---;996.13;74.451;15.483;---;---;25.150;24.315;11.553;---;61.290;18.698;0.081;---;4.845;5.629;3.648;---;;
25/09/2024;10:27:41;2910.00;;96.459;101.30;---;---;15.484;15.484;15.484;---;996.17;74.642;15.484;---;---;25.105;24.297;9.191;---;61.240;18.724;0.054;---;4.811;5.586;3.612;---;;
25/09/2024;10:28:11;2940.00;;96.153;101.09;---;---;15.465;15.465;15.465;---;996.18;74.876;15.465;---;---;25.145;24.323;6.449;---;61.271;18.716;0.063;---;4.770;5.655;3.593;---;;
25/09/2024;10:28:41;2970.00;;95.489;100.71;---;---;15.460;15.460;15.460;---;996.17;75.110;15.460;---;---;25.227;24.368;20.120;---;61.439;18.727;0.054;---;4.846;5.588;3.615;---;;
25/09/2024;10:29:11;3000.00;;95.485;100.62;---;---;15.465;15.465;15.465;---;996.10;75.344;15.465;---;---;25.228;24.379;19.053;---;61.548;18.730;0.090;---;4.767;5.620;3.642;---;;
25/09/2024;10:29:41;3030.00;;95.654;101.08;---;---;15.473;15.473;15.473;---;996.13;75.443;15.473;---;---;25.206;24.324;0.130;---;61.495;18.723;0.065;---;4.813;5.638;3.620;---;;
25/09/2024;10:30:11;3060.00;;96.109;101.23;---;---;15.495;15.495;15.495;---;996.15;75.291;15.495;---;---;25.147;24.304;19.819;---;61.464;18.715;0.068;---;4.809;5.613;3.642;---;;
25/09/2024;10:30:41;3090.00;;95.466;100.49;---;---;15.510;15.510;15.510;---;996.15;75.100;15.510;---;---;25.224;24.389;2.337;---;61.418;18.727;0.084;---;4.821;5.668;3.615;---;;
25/09/2024;10:31:11;3120.00;;95.534;100.48;---;---;15.519;15.519;15.519;---;996.14;74.683;15.519;---;---;25.215;24.388;11.547;---;61.428;18.700;0.089;---;4.850;5.584;3.647;---;;
25/09/2024;10:31:41;3150.00;;95.690;100.96;---;---;15.524;15.524;15.524;---;996.11;74.528;15.524;---;---;25.196;24.332;12.977;---;61.389;18.722;0.080;---;4.766;5.597;3.623;---;;
25/09/2024;10:32:11;3180.00;;95.644;100.41;---;---;15.534;15.534;15.534;---;996.15;74.017;15.534;---;---;25.200;24.394;9.765;---;61.369;18.698;0.065;---;4.820;5.567;3.648;---;;
25/09/2024;10:32:41;3210.00;;96.027;100.48;---;---;15.541;15.541;15.541;---;996.14;73.620;15.541;---;---;25.152;24.385;1.434;---;61.315;18.696;0.070;---;4.824;5.619;3.643;---;;
25/09/2024;10:33:11;3240.00;;95.867;100.79;---;---;15.539;15.539;15.539;---;996.10;73.666;15.539;---;---;25.173;24.351;5.390;---;61.307;18.680;0.086;---;4.800;5.595;3.645;---;;
25/09/2024;10:33:41;3270.00;;95.838;100.50;---;---;15.540;15.540;15.540;---;996.11;73.666;15.540;---;---;25.176;24.384;8.367;---;61.348;18.710;0.085;---;4.810;5.595;3.621;---;;
25/09/2024;10:34:11;3300.00;;95.748;100.93;---;---;15.541;15.541;15.541;---;996.11;73.520;15.541;---;---;25.186;24.334;13.772;---;61.310;18.690;0.061;---;4.831;5.606;3.631;---;;
25/09/2024;10:34:41;3330.00;;95.369;100.82;---;---;15.551;15.551;15.551;---;996.17;73.505;15.551;---;---;25.232;24.345;7.199;---;61.397;18.701;0.081;---;4.775;5.601;3.643;---;;
25/09/2024;10:35:11;3360.00;;96.121;100.88;---;---;15.550;15.550;15.550;---;996.10;73.338;15.550;---;---;25.141;24.338;20.605;---;61.366;18.694;0.060;---;4.855;5.639;3.646;---;;
25/09/2024;10:35:41;3390.00;;95.757;101.03;---;---;15.531;15.531;15.531;---;996.08;73.505;15.531;---;---;25.187;24.325;20.726;---;61.360;18.685;0.079;---;4.875;5.648;3.665;---;;
25/09/2024;10:36:11;3420.00;;95.634;100.87;---;---;15.518;15.518;15.518;---;996.18;73.241;15.518;---;---;25.202;24.343;12.273;---;61.304;18.723;0.086;---;4.841;5.658;3.608;---;;
25/09/2024;10:36:41;3450.00;;95.742;100.77;---;---;15.510;15.510;15.510;---;996.15;73.330;15.510;---;---;25.191;24.355;17.584;---;61.331;18.699;0.076;---;4.859;5.614;3.638;---;;
25/09/2024;10:37:11;3480.00;;95.835;101.24;---;---;15.519;15.519;15.519;---;996.12;73.368;15.519;---;---;25.179;24.301;11.965;---;61.311;18.729;0.084;---;4.836;5.625;3.643;---;;
25/09/2024;10:37:41;3510.00;;96.032;100.92;---;---;15.529;15.529;15.529;---;996.17;73.251;15.529;---;---;25.153;24.336;9.458;---;61.344;18.698;0.072;---;4.801;5.651;3.637;---;;
25/09/2024;10:38:11;3540.00;;94.978;101.25;---;---;15.526;15.526;15.526;---;996.10;73.378;15.526;---;---;25.284;24.299;8.619;---;61.596;18.696;0.071;---;4.804;5.594;3.638;---;;
25/09/2024;10:38:41;3570.00;;95.083;101.03;---;---;15.518;15.518;15.518;---;996.09;73.276;15.518;---;---;25.272;24.326;12.782;---;61.566;18.728;0.092;---;4.831;5.633;3.595;---;;
25/09/2024;10:39:11;3600.00;;94.817;100.34;---;---;15.521;15.521;15.521;---;996.12;73.111;15.521;---;---;25.304;24.405;7.670;---;61.656;18.701;0.071;---;4.800;5.614;3.635;---;;
25/09/2024;10:39:41;3630.00;;94.846;100.19;---;---;15.527;15.527;15.527;---;996.08;73.231;15.527;---;---;25.300;24.423;11.829;---;61.671;18.701;0.087;---;4.849;5.651;3.626;---;;
25/09/2024;10:40:11;3660.00;;94.707;100.64;---;---;15.532;15.532;15.532;---;996.08;73.251;15.532;---;---;25.317;24.369;8.341;---;61.727;18.722;0.076;---;4.837;5.629;3.618;---;;
25/09/2024;10:40:41;3690.00;;94.848;100.33;---;---;15.533;15.533;15.533;---;996.08;73.071;15.533;---;---;25.299;24.406;13.815;---;61.714;18.676;0.076;---;4.830;5.644;3.619;---;;
25/09/2024;10:41:11;3720.00;;94.863;100.57;---;---;15.525;15.525;15.525;---;996.07;73.071;15.525;---;---;25.298;24.378;13.310;---;61.766;18.734;0.060;---;4.812;5.614;3.603;---;;
25/09/2024;10:41:41;3750.00;;94.317;100.58;---;---;15.516;15.516;15.516;---;996.06;73.157;15.516;---;---;25.367;24.378;1.937;---;61.822;18.730;0.074;---;4.833;5.627;3.624;---;;
25/09/2024;10:42:11;3780.00;;94.310;100.57;---;---;15.499;15.499;15.499;---;996.08;72.773;15.499;---;---;25.370;24.380;10.616;---;61.964;18.720;0.079;---;4.793;5.604;3.623;---;;
25/09/2024;10:42:41;3810.00;;93.998;100.86;---;---;15.477;15.477;15.477;---;996.10;73.032;15.477;---;---;25.412;24.350;10.481;---;61.945;18.704;0.083;---;4.813;5.630;3.587;---;;
25/09/2024;10:43:11;3840.00;;94.431;100.80;---;---;15.471;15.471;15.471;---;996.14;73.040;15.471;---;---;25.357;24.356;7.718;---;61.867;18.722;0.080;---;4.813;5.627;3.618;---;;
25/09/2024;10:43:41;3870.00;;94.520;100.97;---;---;15.467;15.467;15.467;---;996.11;72.837;15.467;---;---;25.347;24.337;6.427;---;61.877;18.722;0.084;---;4.773;5.612;3.622;---;;
25/09/2024;10:44:11;3900.00;;94.495;100.48;---;---;15.471;15.471;15.471;---;996.08;72.674;15.471;---;---;25.350;24.395;9.182;---;61.919;18.716;0.079;---;4.832;5.589;3.639;---;;
25/09/2024;10:44:41;3930.00;;94.394;100.77;---;---;15.484;15.484;15.484;---;996.12;72.773;15.484;---;---;25.361;24.359;10.071;---;61.910;18.707;0.060;---;4.827;5.656;3.629;---;;
25/09/2024;10:45:11;3960.00;;94.207;100.26;---;---;15.473;15.473;15.473;---;996.11;72.681;15.473;---;---;25.385;24.419;7.991;---;62.007;18.714;0.058;---;4.833;5.651;3.648;---;;
25/09/2024;10:45:41;3990.00;;94.399;100.65;---;---;15.463;15.463;15.463;---;996.04;72.529;15.463;---;---;25.364;24.376;14.075;---;61.977;18.714;0.089;---;4.815;5.631;3.636;---;;
25/09/2024;10:46:11;4020.00;;94.170;100.53;---;---;15.468;15.468;15.468;---;996.08;72.592;15.468;---;---;25.391;24.388;17.797;---;62.074;18.728;0.086;---;4.840;5.637;3.648;---;;
25/09/2024;10:46:41;4050.00;;93.939;100.66;---;---;15.473;15.473;15.473;---;996.11;72.445;15.473;---;---;25.419;24.372;-2.661;---;62.130;18.688;0.072;---;4.766;5.645;3.621;---;;
25/09/2024;10:47:11;4080.00;;94.113;100.34;---;---;15.472;15.472;15.472;---;996.08;72.330;15.472;---;---;25.398;24.410;2.875;---;62.087;18.752;0.071;---;4.834;5.600;3.607;---;;
25/09/2024;10:47:41;4110.00;;94.044;100.43;---;---;15.462;15.462;15.462;---;996.08;72.285;15.462;---;---;25.408;24.402;10.270;---;62.085;18.738;0.075;---;4.851;5.643;3.630;---;;
25/09/2024;10:48:11;4140.00;;93.917;101.00;---;---;15.460;15.460;15.460;---;996.13;72.201;15.460;---;---;25.423;24.334;2.101;---;62.124;18.744;0.092;---;4.864;5.641;3.612;---;;
25/09/2024;10:48:41;4170.00;;93.517;100.42;---;---;15.461;15.461;15.461;---;996.06;72.132;15.461;---;---;25.474;24.403;24.349;---;62.232;18.731;0.079;---;4.868;5.628;3.636;---;;
25/09/2024;10:49:11;4200.00;;93.506;100.78;---;---;15.474;15.474;15.474;---;996.03;72.115;15.474;---;---;25.474;24.360;15.082;---;62.240;18.736;0.069;---;4.825;5.648;3.631;---;;
25/09/2024;10:49:41;4230.00;;93.559;100.61;---;---;15.492;15.492;15.492;---;996.05;71.903;15.492;---;---;25.466;24.377;0.818;---;62.208;18.727;0.082;---;4.823;5.626;3.594;---;;
25/09/2024;10:50:11;4260.00;;92.244;101.46;---;---;15.486;15.486;15.486;---;996.12;71.789;15.486;---;---;25.633;24.279;30.672;---;62.651;18.749;0.063;---;4.810;5.630;3.656;---;;
25/09/2024;10:50:41;4290.00;;93.464;100.58;---;---;15.480;15.480;15.480;---;996.08;71.924;15.480;---;---;25.478;24.381;-0.216;---;62.260;18.763;0.071;---;4.857;5.656;3.608;---;;
25/09/2024;10:51:11;4320.00;;93.279;100.66;---;---;15.489;15.489;15.489;---;996.08;71.657;15.489;---;---;25.500;24.371;13.822;---;62.235;18.759;0.070;---;4.813;5.620;3.605;---;;
25/09/2024;10:51:41;4350.00;;93.365;100.26;---;---;15.509;15.509;15.509;---;996.04;71.606;15.509;---;---;25.489;24.415;8.967;---;62.274;18.754;0.074;---;4.805;5.580;3.665;---;;
25/09/2024;10:52:11;4380.00;;93.273;99.883;---;---;15.520;15.520;15.520;---;996.07;71.552;15.520;---;---;25.499;24.458;12.573;---;62.266;18.786;0.065;---;4.769;5.622;3.648;---;;
25/09/2024;10:52:41;4410.00;;93.309;100.85;---;---;15.512;15.512;15.512;---;996.09;71.552;15.512;---;---;25.494;24.347;22.289;---;62.291;18.723;0.073;---;4.835;5.615;3.608;---;;
25/09/2024;10:53:11;4440.00;;93.184;100.76;---;---;15.504;15.504;15.504;---;996.05;71.318;15.504;---;---;25.511;24.359;10.304;---;62.307;18.737;0.096;---;4.885;5.661;3.656;---;;
25/09/2024;10:53:41;4470.00;;93.126;100.75;---;---;15.508;15.508;15.508;---;996.07;71.117;15.508;---;---;25.518;24.359;17.131;---;62.338;18.768;0.069;---;4.845;5.628;3.623;---;;
25/09/2024;10:54:11;4500.00;;93.056;100.66;---;---;15.513;15.513;15.513;---;996.03;71.041;15.513;---;---;25.527;24.370;13.994;---;62.295;18.792;0.068;---;4.849;5.644;3.643;---;;
25/09/2024;10:54:41;4530.00;;93.041;99.841;---;---;15.514;15.514;15.514;---;995.99;71.552;15.514;---;---;25.529;24.465;12.516;---;62.290;18.743;0.064;---;4.820;5.625;3.626;---;;
25/09/2024;10:55:11;4560.00;;93.196;100.85;---;---;15.519;15.519;15.519;---;996.03;71.191;15.519;---;---;25.509;24.347;9.115;---;62.309;18.792;0.091;---;4.872;5.631;3.620;---;;
25/09/2024;10:55:41;4590.00;;92.876;99.719;---;---;15.511;15.511;15.511;---;996.04;70.812;15.511;---;---;25.550;24.479;8.025;---;62.296;18.764;0.089;---;4.817;5.652;3.650;---;;
25/09/2024;10:56:11;4620.00;;93.274;101.06;---;---;15.508;15.508;15.508;---;996.06;70.820;15.508;---;---;25.500;24.323;11.027;---;62.328;18.740;0.070;---;4.862;5.645;3.634;---;;
25/09/2024;10:56:41;4650.00;;92.781;99.995;---;---;15.503;15.503;15.503;---;996.04;70.759;15.503;---;---;25.563;24.447;-0.827;---;62.306;18.758;0.080;---;4.788;5.659;3.638;---;;
25/09/2024;10:57:11;4680.00;;93.450;99.975;---;---;15.503;15.503;15.503;---;996.03;70.776;15.503;---;---;25.478;24.450;26.353;---;62.318;18.784;0.072;---;4.796;5.615;3.631;---;;
25/09/2024;10:57:41;4710.00;;93.348;100.09;---;---;15.478;15.478;15.478;---;996.02;70.680;15.478;---;---;25.494;24.440;7.344;---;62.320;18.755;0.088;---;4.873;5.665;3.648;---;;
25/09/2024;10:58:11;4740.00;;93.239;101.70;---;---;15.473;15.473;15.473;---;996.01;70.713;15.473;---;---;25.509;24.256;6.591;---;62.276;18.752;0.081;---;4.827;5.643;3.636;---;;
25/09/2024;10:58:41;4770.00;;93.345;100.22;---;---;15.484;15.484;15.484;---;995.96;70.614;15.484;---;---;25.495;24.425;-0.365;---;62.264;18.766;0.074;---;4.802;5.629;3.632;---;;
25/09/2024;10:59:11;4800.00;;93.406;100.37;---;---;15.493;15.493;15.493;---;996.01;70.273;15.493;---;---;25.485;24.405;3.062;---;62.270;18.757;0.090;---;4.813;5.648;3.603;---;;
25/09/2024;10:59:41;4830.00;;93.292;100.55;---;---;15.496;15.496;15.496;---;995.99;70.416;15.496;---;---;25.499;24.385;8.650;---;62.230;18.757;0.077;---;4.880;5.628;3.626;---;;
